RECORDID,gold_labels,compound_by_article,average_sentence,median_sentence,mode_sentence,pstd_sentence,average_paragraph,median_paragraph,mode_paragraph,pstd_paragraph,avg_first_last_para
20200402-55252,-1,0.9239,0.10997692307692308,0.0,0.0,0.2663291288088312,0.26813,0.064,0.0,0.31657783260992867,0.0
20200629-56671,-1,-0.9812,-0.05761363636363636,0.0,0.0,0.3386486397103729,-0.076028125,0.0,0.0,0.43125919644859095,-0.4404
20200502-46235,-1,-0.9984,-0.3075344827586207,-0.2732,0.0,0.32226884073315415,-0.5839142857142857,-0.6476999999999999,-0.7579,0.2502619195310124,-1.4284
20200305-47394,0,0.5563,0.06443333333333333,0.0,0.0,0.21728640597658708,0.09788333333333334,0.0,0.0,0.2541612114168661,0.14689999999999998
20200715-49790,-1,-0.5316,-0.03576666666666666,0.0,0.0,0.22419495838461523,-0.03414090909090909,0.0,0.0,0.21916702567819843,0.0
20200726-4304,-1,0.8751,0.05106451612903226,0.0,0.0,0.1836076366188669,0.13686363636363635,0.0,0.0,0.2781667134936669,0.0
20200529-29585,0,0.9956,0.1151888888888889,0.0,0.0,0.33133481537040926,0.2387,0.3182,-0.0857,0.48887340829025805,-0.0857
20200411-53362,-1,-0.909,-0.0184,0.0,0.0,0.24182153543470855,-0.005434722222222222,0.0,0.0,0.16020820408293202,0.3621
20200923-83178,0,-0.296,-0.024390000000000002,0.0,0.0,0.1733460380279861,-0.04065,0.0,0.0,0.22230709802733095,0.0
20200813-28739,0,0.9945,0.09804130434782608,0.0,0.0,0.39555280996077363,0.32216666666666666,0.6441,0.8847,0.6486753814933596,1.7072
20200817-74368,-1,-0.9552,-0.07400540540540541,0.0,0.0,0.21364244687307982,-0.2003,-0.1531,0.0,0.30713180082323466,-0.374
20200828-39767,-1,0.9829,0.001647222222222223,0.0,0.0,0.3110942149057734,-0.001965789473684209,0.0,0.0,0.4202736923258686,0.0
20200519-31518,1,0.9897,0.095128,0.0,0.0,0.34221295419080794,0.171128,0.0,0.0,0.44724472989181213,0.296
20200803-67808,-1,0.9825,0.050153488372093026,0.0,0.0,0.29938556795841836,0.07553076923076923,0.0,0.0,0.40130061796156175,0.528
20200902-55512,-1,0.9169,0.06776071428571429,0.0,0.0,0.19885448078447018,0.1199625,0.0,0.0,0.2197665945810464,0.5574
20200508-18323,-1,0.9822,0.022188888888888886,0.0,0.0,0.3159665126224066,0.05749294117647059,0.0,0.0,0.4329613771086517,-0.6486
20200826-19897,-1,0.9887,0.18644736842105264,0.0,0.0,0.30712447051287145,0.2688846153846154,0.2263,0.0,0.3312580793700419,0.9164000000000001
20200412-483,1,0.7995,0.11077857142857142,0.0,0.0,0.30821518961959826,0.1524111111111111,0.0,0.0,0.4219889083440844,0.0
20200721-56103,-1,-0.9723,-0.08389777777777778,0.0,0.0,0.30987996492469205,-0.11766551724137932,0.0,0.0,0.3802167469654754,-0.5106
20200416-7636,1,0.8876,0.11556363636363635,0.0258,0.0,0.4330767248268797,0.19988333333333333,0.2202,-0.5994,0.4907471053290981,-0.5994
20200825-86299,-1,0.5204,0.012271875000000002,0.0,0.0,0.28799593121515515,0.03280625,0.0,0.0,0.40515906516569206,-0.3818
20200914-82019,-1,-0.9847,-0.12217575757575756,0.0,0.0,0.38007272591974084,-0.3092125,-0.31930000000000003,0.0,0.561364517131026,0.30199999999999994
20200628-16896,0,0.994,0.08478000000000001,0.0,0.0,0.31310029502198994,0.06258372093023255,0.0,0.0,0.2786377718015394,0.0
20200319-46338,-1,0.1363,0.008639325842696633,0.0,0.0,0.3930192652218216,0.014653968253968261,0.0,0.0,0.44394654040573533,-0.5106
20200620-46413,1,0.6956,0.049825,0.0,0.0,0.22963325515917768,0.06643333333333333,0.0,0.0,0.2630688671980949,-0.2263
20200313-93128,-1,0.8972,0.07695714285714286,0.0,0.0,0.2944179490701847,0.102509375,0.0,0.0,0.270165220697649,0.4939
20200704-6465,-1,-0.34,0.0034700000000000043,0.0,0.0,0.3079309209871591,-0.006583333333333326,0.0,0.0,0.38173816906647184,0.0
20200626-10304,-1,-0.9876,-0.2599705882352941,-0.1531,0.0,0.3064006522890958,-0.3156785714285714,-0.24914999999999998,0.0,0.3105043919141228,-0.7906
20200717-14318,1,0.9986,0.03924842105263158,0.0,0.0,0.3458967095180318,0.0535,0.0,0.0,0.39705834481052465,0.0
20200714-72292,1,0.8426,0.06681052631578947,0.0,0.0,0.3640871785347669,0.09410625,0.0,0.0,0.3999976444754863,-0.7717
20200804-55169,-1,-0.5859,-0.04329333333333333,0.0,0.0,0.32622344584996066,-0.04398666666666666,0.0,0.0,0.3212991064759163,0.5994
20200430-74926,-1,0.9203,0.017859375,0.0,0.0,0.3629592916734732,0.01707142857142857,0.0,0.0,0.4547367445046871,0.3818
20200724-162,1,0.9944,0.251076,0.2144,0.0,0.26250284917310895,0.3808714285714286,0.4496,0.0,0.32091691498973784,0.4588
20200907-22009,-1,-0.9976,-0.03373964912280702,0.0,0.0,0.24048488140075047,-0.06846021505376344,0.0,0.0,0.3929680449236764,-0.3818
20200701-45171,-1,0.9851,0.03883488372093023,0.0,0.0,0.32440120141701145,0.0383875,0.0,0.0,0.3480938583467827,-0.1531
20200829-3979,0,0.6124,0.022934482758620693,0.0,0.0,0.33105636594336774,0.0070909090909091,0.0,0.0,0.48195882784272887,0.5423
20200702-47291,1,0.9742,0.25734545454545454,0.0,0.0,0.34003747484287766,0.3966,0.3182,0.8038,0.41159858114429887,0.8038
20200715-45751,0,0.9925,0.07933214285714286,0.0,0.0,0.28357187304301257,0.14534285714285713,0.0,0.0,0.36491702914945656,0.0
20200825-6060,-1,0.967,0.14215384615384616,0.0,0.0,0.4546574612833179,0.22365000000000002,0.24695,0.0,0.589594354196171,0.0
20200708-74951,1,0.9868,0.17217916666666666,0.0,0.0,0.2671227635675631,0.2437,0.25,0.0,0.2962310607166867,0.8074
20200510-37193,1,0.9982,0.0785766355140187,0.0,0.0,0.28884949888393896,0.17981818181818182,0.0,0.0,0.47011801771311895,0.0
20200630-55150,-1,0.9169,0.05002439024390244,0.0,0.0,0.12823592164537187,0.08054347826086956,0.0,0.0,0.1752830303204976,0.0
20200518-33682,-1,-0.9885,-0.12682083333333333,0.0,0.0,0.341856416593242,-0.17764516129032257,0.0,0.0,0.37089937235329845,-0.4215
20200820-92674,-1,0.9828,0.14276,0.0,0.0,0.26518154485810913,0.26858333333333334,0.33755,0.0,0.37570866779401774,0.21460000000000007
20200903-31220,-1,-0.984,-0.1156,0.0,0.0,0.30008763196296984,-0.20989444444444444,-0.064,0.0,0.3781598184663055,-0.128
20200606-7326,-1,-0.9921,-0.0667873417721519,0.0,0.0,0.42637672959012646,-0.1518375,-0.11515,0.0,0.6048032917558815,-0.5859
20200403-9336,-1,-0.3731,-0.012066666666666663,0.0,0.0,0.3968812969754167,-0.03769565217391304,0.0,0.0,0.46819184889572857,-0.0837
20200912-39917,-1,0.7908,0.06425555555555557,0.0,0.0,0.3216937816243927,0.07592666666666667,0.0,0.0,0.3541577811591262,-0.5267
20200708-54822,-1,0.0387,0.003088,0.0,0.0,0.15838067639709083,0.004288888888888889,0.0,0.0,0.1866396197336487,0.0
20200704-1586,1,0.9984,0.23015128205128205,0.1779,0.0,0.35215325617078946,0.45613157894736844,0.5106,0.0,0.38671548640288855,0.2732
20200811-25618,-1,-0.8402,-0.1709,0.0,0.0,0.40558475598290705,-0.1709,0.0,0.0,0.40558475598290705,0.03070000000000006
20200828-70267,-1,-0.8305,-0.02208181818181818,0.0,0.0,0.33820932056628233,-0.045452380952380946,0.0,0.0,0.4166277310787832,-0.4215
20200328-979,-1,-0.9826,-0.17759354838709676,0.0,0.0,0.33048756155939285,-0.29743846153846154,-0.3612,-0.5574,0.3741607933628814,-0.9186000000000001
20200723-88363,0,0.9628,0.21087692307692307,0.0,0.0,0.32563003819541575,0.133825,0.0,0.0,0.3582903946172713,0.743
20200630-17392,0,0.753,0.08116111111111111,0.0,0.0,0.2694373646836205,0.0845923076923077,0.0,0.0,0.3040513050369535,0.4404
20200612-86365,0,0.6124,0.03154571428571429,0.0,0.0,0.22652896294527378,0.018576190476190472,0.0,0.0,0.178348026287721,0.0
20200803-34821,0,-0.9525,-0.07131176470588237,0.0,0.0,0.4018028224103034,-0.08466818181818182,0.0,0.0,0.3641905462633583,0.2023
20200329-40021,-1,0.9114,0.061338709677419355,0.0,0.0,0.16444936013845712,0.12754285714285715,0.0,0.0,0.23995189313778742,0.0
20200324-93223,-1,-0.9996,-0.01361993006993007,0.0,0.0,0.32602984733156576,-0.036183745123537066,0.0,0.0,0.29673067998741215,0.7096
20200817-27703,1,0.7184,0.16026,0.1495,0.0,0.3234247615752387,0.19964285714285715,0.2732,0.0,0.34110773269763683,0.3612
20200805-51113,0,0.9316,0.036037037037037034,0.0,0.0,0.3160977270919586,0.07461,0.0,0.0,0.3861662693279498,0.4588
20200323-78536,-1,-0.8779,-0.11646666666666666,0.0,0.0,0.328593805311191,-0.25243333333333334,-0.318,0.3182,0.3265224171307215,0.3182
20200323-98425,-1,0.9868,0.177368,0.0,0.0,0.30826661540945366,0.3600833333333333,0.5574,0.5574,0.37571449229730575,0.0635
20200813-6186,-1,0.9765,0.038307317073170734,-0.0,0.0,0.27535226076325586,0.11705882352941176,0.1027,0.1027,0.4091192808357449,0.5525
20200708-19978,-1,-0.9775,-0.029072222222222218,0.0,0.0,0.3020051366479193,-0.03241428571428571,0.0,0.0,0.3581581601095544,0.128
20200415-9749,0,0.9729,0.081221875,0.0,0.0,0.23369504398678284,0.09451481481481482,0.0,0.0,0.26425994035573674,0.2732
20200810-22857,-1,-0.5239,-0.024730769230769226,0.0,0.0,0.30385392210128104,-0.06877272727272726,-0.2263,0.0,0.41293078902998454,-0.5267
20200918-7322,1,0.9391,0.12864615384615385,0.0,0.0,0.1972440722142712,0.19440000000000002,0.0387,0.0,0.26768091345587464,0.2023
20200518-31715,-1,0.6808,0.020806451612903225,0.0,0.0,0.318293542682247,0.034273333333333336,0.0,0.0,0.3905808144574209,0.0772
20200726-13689,-1,-0.999,-0.25123703703703704,0.0,0.0,0.38102764082504875,-0.4480857142857143,-0.6059000000000001,0.0,0.44513168815072957,0.0
20200917-76944,1,0.9857,0.12703333333333333,0.0,0.0,0.3412786532907079,0.13438333333333333,0.0,0.0,0.4322316948762036,0.7269
20200714-48700,-1,0.7154,0.0013418918918918926,0.0,0.0,0.27258170706937246,0.019091891891891893,0.0,0.0,0.3343680254162247,-0.5267
20200720-56402,1,0.9413,0.16659,0.0129,0.0,0.29792091719112307,0.2573666666666667,0.1609,0.0,0.3187697479721409,0.6142
20200811-76623,-1,0.9891,0.07813194444444445,0.0,0.0,0.2622866084110561,0.1439695652173913,0.0,0.0,0.42448700439449377,0.9493
20200526-84566,0,0.9404,0.13234074074074073,0.0,0.0,0.2967439777656693,0.1111878787878788,0.0,0.0,0.3320737949727766,0.6124
20200822-38653,-1,-0.9241,-0.11915833333333332,0.0,0.0,0.3432357364318128,-0.1793,-0.1909,-0.3818,0.44476905243058446,0.05860000000000004
20200902-69224,1,0.9935,0.107953125,0.0,0.0,0.3000850264762212,0.21099375,0.0,0.0,0.35085838394705277,-0.1531
20200125-2629,-1,-0.9884,-0.08688103448275862,0.0,0.0,0.3329837774120828,-0.10744772727272726,0.0,0.0,0.3634392837178999,0.3182
20200508-66627,1,0.9933,0.128955,0.0,0.0,0.3910637287898227,0.18833478260869566,0.0,0.0,0.46620978260742857,0.8834
20200701-64365,0,0.9951,0.1597341463414634,0.0258,0.0,0.35548724076431,0.16532222222222223,0.0,0.0,0.47527562711377813,0.9136
20200619-67693,0,0.8803,0.13579,0.0,0.0,0.32945212838893606,0.19834285714285715,0.0,0.0,0.29893389071901527,0.5106
20200708-46486,1,0.946,0.11731875,0.0,0.0,0.3105441881173072,0.1449,0.0,0.0,0.31829437994990156,0.5106
20200602-42631,0,0.9792,0.214555,0.30579999999999996,0.0,0.4013593034613749,0.24828235294117648,0.34,0.0,0.4030494499442296,1.2915
20200327-100325,-1,0.1956,0.035709523809523816,0.0,0.0,0.30478403736597914,0.0937375,0.32389999999999997,0.4215,0.48826789761743505,0.9789
20200811-25455,1,0.9703,0.24699166666666666,0.3123,0.0,0.3528539014434854,0.23926521739130435,0.2732,0.0,0.36385028885959897,0.0516
20200928-57097,-1,-0.987,-0.1316972972972973,0.0,0.0,0.42351271813857944,-0.21396666666666667,-0.212,0.0,0.5662298021906732,0.0
20200322-46384,-1,0.9274,0.09932352941176471,0.0,0.0,0.33804810922744283,0.1298846153846154,0.0,0.0,0.3814041382659482,0.5106
20200519-40420,-1,-0.9792,-0.08592000000000001,0.0,0.0,0.48542442418980114,-0.14,0.0,0.0,0.5049943254631679,0.5106
20200730-11085,-1,-0.9753,-0.07945217391304348,0.0,0.0,0.4376097754149836,-0.08653636363636363,0.0,0.0,0.45000853380337996,0.5106
20200724-17238,0,-0.8151,-0.06918214285714286,0.0,0.0,0.34579613735508075,-0.07374444444444445,0.0,0.0,0.40249602375154275,-0.6486
20200131-56069,1,0.7011,0.1245,0.0,0.0,0.2936442016162709,0.12240000000000001,0.0,0.0,0.22012086939419703,0.5106
20200311-75054,-1,-0.5423,-0.021316666666666664,0.0,0.0,0.23725257228438126,-0.014489999999999998,0.0,0.0,0.25316478210841253,0.4404
20200331-108191,-1,-0.977,-0.19881666666666664,-0.2616,0.0,0.4608773912031509,-0.977,-0.977,-0.977,0.0,-1.954
20200521-99155,-1,0.7391,0.023403999999999998,0.0,0.0,0.25409565518520777,0.036213333333333333,0.0,0.0,0.3109375154092682,0.5106
20200528-2661,-1,-0.766,-0.0007382978723404274,0.0,0.0,0.23613883903168156,-0.005951219512195123,0.0,0.0,0.2632638416178546,0.0772
20200419-37364,-1,0.993,0.08985975609756097,0.0,0.0,0.3434710989580531,0.2076090909090909,0.2584,0.0,0.5435769025706155,-0.2755
20200307-39635,-1,0.0,0.06331428571428573,0.0,0.0,0.4256702158397522,0.05540000000000002,0.0,0.0,0.398728218840854,0.5106
20200423-69189,0,0.9628,0.0150625,0.0,0.0,0.5038648039673771,0.019562499999999983,0.0,0.0,0.5292812955732991,0.3626
20200307-50502,1,0.9943,0.24537599999999998,0.0,0.0,0.42061208568466024,0.40426666666666666,0.5601,0.0,0.4561965536427863,0.0
20200124-12819,-1,0.9862,0.05586666666666667,0.0,0.0,0.29710991508617157,0.07450000000000001,0.0,0.0,0.4237545418132024,0.4939
20200628-2059,0,-0.9719,-0.11871538461538461,0.0,0.0,0.27406814381759387,-0.10426666666666666,0.0,0.0,0.21725508253868053,0.0
20200515-23983,-1,-0.9865,-0.10823043478260869,0.0,0.0,0.28744989496815315,-0.14473529411764705,-0.0769,0.0,0.31603768007140143,0.5106
20200817-14873,-1,0.9491,0.1761923076923077,0.0,0.0,0.3551664625139522,0.25980000000000003,0.1779,-0.0516,0.29074324297106774,-0.10880000000000001
20200327-83207,-1,-0.7173,-0.019186206896551723,0.0,0.0,0.37670348416515087,-0.03085,-0.0258,0.0,0.41427841072267946,0.5106
20200403-84377,0,0.9175,0.05422258064516129,0.0,0.0,0.3134766418315493,0.074244,0.0,0.0,0.34064638566114275,0.5106
20200831-46268,-1,0.9901,0.041401470588235297,0.0,0.0,0.3002615440757916,0.06749189189189189,0.0,0.0,0.3800368164088191,0.0258
20200222-39640,-1,-0.7963,0.014561764705882359,0.0,0.0,0.29919988008678183,-0.012958333333333323,-0.0129,0.0,0.4229094317115138,-0.20389999999999997
20200811-88994,0,0.91,0.11168666666666667,0.0,0.0,0.28246916968444935,0.13960833333333333,0.0,0.0,0.3095770379575261,0.34
20200930-51596,0,0.9883,0.14484857142857144,0.0,0.0,0.23229980551179186,0.2116,0.0706,0.0,0.3208777056761657,0.0
20200408-53846,0,0.9973,0.08927758620689656,0.0,0.0,0.39135108809455776,0.1076860465116279,0.0,0.0,0.4363449630533672,0.7585999999999999
20200827-75543,0,0.983,0.02411549295774648,0.0,0.0,0.35398228397139037,0.02933428571428571,0.0,0.0,0.4744104834681563,0.11309999999999998
20200616-21877,1,-0.9652,-0.038813888888888884,0.0,0.0,0.3014659398052362,-0.060705263157894734,0.0,0.0,0.38840413363522636,0.5106
20200207-43420,-1,-0.9227,-0.09737105263157894,0.0,0.0,0.261351674657463,-0.1368388888888889,-0.0477,0.0,0.3843773321719874,0.0
20200422-56654,1,-0.8898,-0.008272500000000002,0.0,0.0,0.31273771038004033,0.011949999999999995,0.0,0.0,0.4589325206389279,0.5106
20200805-4322,-1,-0.9885,-0.1393090909090909,0.0,0.0,0.406043523091587,-0.18460526315789474,0.0,0.0,0.4039360768522979,-0.4215
20200412-449,-1,0.9022,0.06065238095238096,0.0,0.0,0.356928158196266,0.06680526315789474,0.0,0.0,0.3699828736771534,0.5106
20200812-40639,0,0.0,0.0039026315789473668,0.0,0.0,0.2612584136009505,0.019659999999999993,0.0,0.0,0.43009591612414394,0.5106
20200514-85361,-1,0.959,0.0944775,0.0,0.0,0.31610495131166483,0.21696153846153846,0.0516,0.0,0.45331805193817043,0.0
20200507-32562,-1,0.4477,-0.011656338028169014,0.0,0.0,0.3791891017080997,-0.009407692307692306,0.0,0.0,0.4625594916053088,-0.7003
20200617-2292,0,0.1406,-0.004153846153846152,0.0,0.0,0.2931179405983054,-0.005777777777777774,0.0,0.0,0.3539877015370819,0.5106
20200507-36055,-1,-0.0885,-0.006503030303030305,0.0,0.0,0.31309618764541036,-0.005961111111111113,0.0,0.0,0.2997721655948599,-0.5994
20200423-14478,1,-0.4772,-0.035628,0.0,0.0,0.28476071009884774,0.006030434782608696,0.0,0.0,0.3652061852835685,0.2023
20200313-94949,-1,0.9566,0.16648125,0.17635,0.0,0.32974575664204914,0.19598333333333334,0.0009,0.0,0.35782449569897007,0.765
20200417-31018,-1,0.3499,0.01933076923076923,0.0,0.0,0.2744948335918894,0.027922222222222223,0.0,0.0,0.3295379501928176,0.0
20200713-62493,-1,-0.9894,-0.38504444444444447,-0.3612,0.0,0.4734597157828064,-0.18778,0.0,0.0,0.3671406487982501,-0.4939
20200319-66041,-1,-0.4019,-0.0967,-0.17,-0.34,0.4029899378396439,-0.06446666666666666,0.0,0.0,0.33218253348957943,0.5106
20200806-20796,1,0.9934,0.18398484848484847,0.0,0.0,0.23500535663941677,0.3411823529411765,0.3612,0.0,0.2576246865118831,0.5106
20200228-19383,-1,-0.9612,-0.13925357142857142,0.0,0.0,0.2809810955539064,-0.2032470588235294,0.0,0.0,0.34745140687354875,0.5106
20200616-36213,-1,0.7469,0.07096923076923077,0.0,0.0,0.547183531838078,0.06053636363636364,0.0,0.0,0.5719209676372606,0.5106
20200914-83448,-1,-0.9663,-0.09645263157894737,0.0,0.0,0.34029680600511863,-0.1078,0.0,0.0,0.3580536617685712,-0.7003
20200701-48015,0,0.9092,0.039732500000000004,0.0,0.0,0.3316946490279124,0.08715,0.0258,0.0,0.43378386150247683,0.0
20200707-79303,-1,-0.4932,-0.017857692307692304,0.0,0.0,0.16946054265743243,-0.038615384615384614,0.0,0.0,0.20827017160097175,-0.1078
20200311-47558,0,-0.4449,-0.06761666666666666,0.0,0.0,0.3384027379551701,-0.08113999999999999,0.0,0.0,0.3692186512081967,0.2702
20200715-78740,-1,-0.1217,0.022261904761904764,0.0,0.0,0.3688225079333915,0.007729411764705884,0.0,0.0,0.40486812488353885,-0.6249
20200416-70810,1,0.9312,0.04566166666666667,0.0,0.0,0.29355559331051573,0.10600357142857143,0.0,0.0,0.3827064022777614,0.0
20200904-71746,-1,-0.8433,-0.05030476190476191,0.0,0.0,0.4602729960900435,-0.048612499999999996,0.0,0.0,0.4313095343568043,0.0
20200626-80246,0,0.9889,0.049579661016949154,0.0,0.0,0.45389088092813185,0.06291276595744681,0.0,0.0,0.4959238314958669,0.5106
20200403-21277,0,-0.919,0.04506521739130435,0.0,0.0,0.40227288662288596,-0.09774999999999999,-0.1257,0.7783,0.6467035429777697,1.0046
20200716-47223,-1,-0.8861,-0.012110937500000004,0.0,0.0,0.2844558144055436,-0.013239130434782611,0.0,0.0,0.40061277817117424,0.5106
20200714-19397,-1,-0.7964,-0.060115789473684206,0.0,0.0,0.26675843845609576,-0.09207272727272726,0.0,0.0,0.35992086779510324,0.5423
20200715-56541,1,-0.6922,-0.020980952380952378,0.0,0.0,0.3900634479757262,-0.053008695652173914,-0.0258,0.0,0.4440312600756681,0.5106
20200722-8766,-1,0.875,0.026536734693877552,0.0,0.0,0.2796744395184337,0.04205555555555556,0.0,0.0,0.43445326333760154,0.5106
20200522-73700,-1,0.4085,-0.04686875,0.0,0.0,0.29843402059490054,-0.0462,0.0,0.0,0.29261437365014503,0.5106
20200910-41749,-1,-0.9988,-0.21788846153846153,-0.25,0.0,0.5020756749021031,-0.24662758620689657,-0.25,-0.25,0.5725122795831404,-0.6901
20200520-37493,1,0.9747,0.3203818181818182,0.3818,0.0,0.28457851071423257,0.3281545454545455,0.3818,0.0,0.24035728467745818,0.6839
20200401-71011,-1,-0.2732,0.02902500000000001,0.20095,-0.7964,0.513107963176367,0.023220000000000008,0.0,0.0,0.4590845429765633,0.5106
20200401-71790,0,-0.7165,-0.04039047619047619,0.0,0.0,0.25974895188341984,-0.05912666666666667,0.0,0.0,0.28058044233734863,0.4767
20200429-38055,0,0.9128,0.14662,0.18645,0.0,0.3543783974793046,0.11834499999999999,0.0,0.0,0.3530510054864594,0.0
20200331-27725,0,0.9975,0.11693015873015873,0.0,0.0,0.28316402932425827,0.23153214285714285,0.16515000000000002,0.0,0.3861498201601211,0.3818
20200825-47605,1,0.9707,0.21393,0.4033,0.5106,0.41742460888165184,0.1944818181818182,0.296,0.5106,0.40272238761658546,0.5106
20200720-31312,-1,-0.1707,-0.020038095238095233,0.0,0.0,0.40329497827413346,-0.017965217391304345,0.0,0.0,0.3739355322357465,0.5106
20200820-29864,0,0.8126,0.08852105263157894,0.0,0.0,0.30732562463417645,0.11083333333333333,0.0,0.0,0.3477454905850286,-0.34
20200314-14927,-1,0.8296,0.06064090909090909,0.0,0.0,0.33181694112470417,0.05896875,0.0,0.0,0.39343663676434293,0.5106
20200722-99166,-1,-0.6017,-0.02559753086419753,0.0,0.0,0.3085689001936891,-0.01225312499999999,0.0,0.0,0.4656576646155783,0.5719
20200403-49514,1,0.9716,0.17077272727272727,0.1531,0.0,0.294268389423285,0.21696538461538462,0.2023,0.0,0.27553768546147633,0.5106
20200921-24725,1,0.998,0.45143809523809525,0.5106,0.0,0.3401424330177419,0.6273909090909091,0.7184,0.3182,0.31455705496212655,1.0366
20200210-91502,-1,-0.5712,0.01208571428571429,0.0,0.0,0.2785780480288018,0.003088888888888898,0.0516,-0.4628,0.4428966657621277,-1.2898999999999998
20200807-74762,1,-0.9871,-0.08486666666666666,0.0,0.0,0.3027637375803958,-0.15512142857142858,0.0,0.0,0.45151092089081685,0.5106
20200416-68576,-1,0.5099,0.0021826086956521773,0.0,0.0,0.22695375252350214,-0.009307692307692307,0.0,0.0,0.3244720290458579,-0.6597
20200209-13236,-1,0.2846,0.09486666666666667,0.0,0.0,0.13416172661712764,0.2846,0.2846,0.2846,0.0,0.5692
20200921-20288,-1,-0.9156,0.013974285714285715,0.0,0.0,0.36049619561523977,0.007863636363636366,0.0,0.0,0.434230973881051,0.0
20200908-18623,-1,-0.9455,-0.1101705882352941,0.0,0.0,0.3143025233652629,-0.09808846153846154,0.0,0.0,0.40592147718012495,-0.34
20200314-34070,-1,-0.9696,-0.09034333333333333,0.0,0.0,0.43262209658725886,-0.07221481481481482,0.0,0.0,0.42542146135393927,0.0
20200606-44000,-1,0.7822,-0.02264285714285714,0.0,0.0,0.41641913177245166,-4.285714285714607e-05,0.0,0.0,0.51524891124991,0.5106
20200824-34649,-1,-0.7365,-0.02505529411764706,0.0,0.0,0.41374529860655956,-0.03532181818181818,0.0,0.0,0.49251107147349177,0.4309
20200811-87185,1,0.9746,0.21283529411764707,0.2023,0.0,0.34470533868658193,0.26749285714285714,0.3818,0.3818,0.3458134952838136,0.8982
20200220-10739,1,-0.1018,0.0221875,0.0,0.0,0.29804378951548377,0.02242307692307692,0.0,0.0,0.30459184330168326,0.0
20200721-34357,1,0.9897,0.1771,0.0,0.0,0.2581517528509152,0.42683,0.35,0.0,0.3434142485395736,0.3182
20200429-93784,1,0.9903,0.080936,0.0,0.0,0.3048764567886474,0.11861935483870968,0.0,0.0,0.3880149767805817,0.5106
20200914-67239,-1,-0.9956,-0.15412758620689654,-0.0772,0.0,0.4265778522926236,-0.3028166666666667,-0.42235,-0.8481,0.519181137037504,-1.026
20200509-7491,0,0.0258,0.0033400000000000096,0.0,0.0,0.3176771291736313,0.002783333333333341,0.0,0.0,0.2900008874507494,0.5106
20200415-1836,0,0.9577,0.126035,0.0,0.0,0.27034181377471006,0.18732857142857143,0.08945,0.0,0.2544304491789215,0.5106
20200308-34636,-1,-0.9443,-0.09859354838709677,0.0,0.0,0.28611274670895814,-0.2924,-0.4404,-0.4404,0.429896117684261,0.33240000000000003
20200630-20718,0,0.6869,0.0406,0.0,0.0,0.22500169913888343,0.05278,0.0386,0.0,0.2552853963704152,0.13689999999999997
20200416-20671,0,0.8727,0.01976610169491525,0.0,0.0,0.32873927313048945,0.02715890410958904,0.0,0.0,0.31289782210531775,0.0
20200826-13378,0,0.9558,0.11128636363636364,0.0,0.0,0.3114457683646246,0.12519375,0.0,0.0,0.3378775101067508,0.0
20200731-19888,-1,0.891,0.06824583333333334,0.0,0.0,0.28000729898100674,0.12140714285714285,0.08945,0.0,0.36768935348098575,0.19689999999999996
20200128-98560,-1,-0.9769,-0.2077142857142857,-0.05135,0.0,0.3983110052945757,-0.2774875,-0.1525,0.0,0.4515719251611531,-0.886
20200803-64818,-1,-0.9371,-0.04241470588235294,0.0,0.0,0.3028909181754197,-0.04566206896551724,0.0,0.0,0.33360556868521896,0.5106
20200604-81862,-1,0.8072,0.03733809523809523,0.0,0.0,0.35435298580476615,0.09508888888888889,0.0,-0.3182,0.43989103308393807,-0.3182
20200319-9062,0,0.949,0.03263488372093023,0.0,0.0,0.3663056817796528,0.057212121212121214,0.0,0.0,0.4248499355441449,-0.1027
20200407-94804,1,0.9924,0.14198510638297873,0.0258,0.0,0.467278228649345,0.21542941176470587,0.1027,0.0,0.5276820051382393,0.0
20200622-67364,1,0.9092,0.07942857142857143,0.0,0.0,0.25527834788316695,0.09344444444444444,0.0,0.0,0.2619475100562923,0.2023
20200218-56868,-1,-0.577,-0.030961904761904767,0.0,0.0,0.31207024312483067,-0.03610588235294118,0.0,0.0,0.30095873367816167,-0.008800000000000002
20200711-22579,-1,-0.9937,-0.1309764705882353,0.0,0.0,0.3474824411352999,-0.2202421052631579,-0.2263,0.0,0.5485953962197118,-0.9382
20200426-20673,-1,0.9988,0.04417977528089888,0.0,0.0,0.2954174381058575,0.09353972602739725,0.0,0.0,0.4268186964680899,0.2023
20200125-20160,0,0.0,0.09746000000000002,0.4019,0.4019,0.49403678648456933,0.06961428571428573,0.0,0.0,0.4198521761238333,0.5106
20200324-30490,1,0.9722,0.05805714285714286,0.0,0.0,0.33735901629799525,0.11286666666666667,0.0258,0.0,0.4309534403828072,0.5106
20200203-90775,-1,-0.9109,-0.10196111111111111,0.0,0.0,0.365602550044123,-0.09155624999999999,0.0,0.0,0.4058908273303765,0.5106
20200821-32478,0,0.6675,0.07516666666666666,0.0,0.0,0.457118165947153,0.020748148148148144,0.0,0.0,0.46188758442365474,0.2732
20200417-72606,-1,0.9927,0.17699714285714285,0.0,0.0,0.4030928120603168,0.24015555555555557,0.1033,0.0,0.496068557338849,0.0
20200416-43635,1,0.9988,0.26227391304347825,0.26115,0.0,0.41694542205382784,0.5366,0.5106,0.4215,0.43781378334731413,1.3986
